OBJECTID,UCS,UCS_F,UCS_TIPO,DEPARTAMENTO,PAISAJE,CLIMA,TIPO_RELIEVE,LITOLOGIA,CARACTERISTICAS,PERFILES,AREA_ha,SHAPE_Leng,NUM_SUELOS,SUELO1,SUELO2,SUELO3,SUELO4,SUELO5,SUELO6,PORC1,PORC2,PORC3,PORC4,PORC5,PORC6
46,ZVA,ZVAc,Grupo_Indiferenciado,Guaviare,Macizo,Calido_humedo,Mesas_y_cuestas,Rocas_de_origen_sedimentario_(areniscas_cuarzosas),"Profundos y muy superficiales, limitados por roca compacta; bien drenados; texturas gruesas; capacidad de intercambio cationico muy baja; saturacion de aluminio alta a muy alta; reaccion muy fuerte a extremadamente acida. Fertilidad natural muy baja",GV-78; SJ-27; GV-28; GV-32; GV-33; GV-85; ---,439617601,6007716874,5,Typic_Udorthents,Oxic_Dystrudepts,Typic_Udipsamments,Lithic_Udorthents,Afloramientos_rocosos,NA,30,20,20,20,10,NA
47,LVA,LVAa,Consociacion,Guaviare,Lomerio_estructural,Calido_humedo,Ondulaciones_(superficies_ligeramente_planas_y_planos_inclinados),Arcillolitas_y_limolitas_del_Terciario_con_presencia_localizada_de_corazas_y_gravillas_petroferricas,"Profundos, algunos moderadamente profundos, limitados por nivel freatico; bien a imperfectamente drenados, texturas finas, capacidad de intercambio cationico media, saturacion de aluminio muy alta, reaccion extremadamente acida. Fertilidad natural ba",GV-02; GV-51; GV-76; GV-79; GV-29; G-29; GV-77,1153435466,5245151711,4,Oxic_Dystrudepts,Inceptic_Hapludox,Typic_Hapludox,Oxyaquic_Dystrudepts,NA,NA,60,25,10,5,NA,NA
48,LVD,LVDc,Asociacion,Guaviare,Lomerio_estructural,Calido_humedo,Lomas,Arcillolitas_del_Terciario_con_presencia_localizada_de_corazas_y_gravillas_petroferricas,"Moderadamente profundos y profundos, limitados por gravillas y corazas petroferricas; bien drenados, con texturas medias a finas; saturacion de aluminio alta a muy alta, reaccion muy fuertemente acida. Fertilidad natural muy baja",GV;39; GV-67; GV-27; GV-11; GV-13; GV-81; GV-47; GV-48; G-01; G-09; G-08; G-06; GV-54,1555763654,2002816653,5,Oxic_Dystrudepts,Typic_Dystrudepts,Typic_Hapludox,Fluventic_Dystrudepts,Typic_Durudepts,NA,30,30,20,10,10,NA
49,LVD,LVDc,Asociacion,Guaviare,Lomerio_estructural,Calido_humedo,Lomas,Arcillolitas_del_Terciario_con_presencia_localizada_de_corazas_y_gravillas_petroferricas,"Moderadamente profundos y profundos, limitados por gravillas y corazas petroferricas; bien drenados, con texturas medias a finas; saturacion de aluminio alta a muy alta, reaccion muy fuertemente acida. Fertilidad natural muy baja",GV;39; GV-67; GV-27; GV-11; GV-13; GV-81; GV-47; GV-48; G-01; G-09; G-08; G-06; GV-54,1598339937,1591474229,5,Oxic_Dystrudepts,Typic_Dystrudepts,Typic_Hapludox,Fluventic_Dystrudepts,Typic_Durudepts,NA,30,30,20,10,10,NA
50,LVA,LVAa,Consociacion,Guaviare,Lomerio_estructural,Calido_humedo,Ondulaciones_(superficies_ligeramente_planas_y_planos_inclinados),Arcillolitas_y_limolitas_del_Terciario_con_presencia_localizada_de_corazas_y_gravillas_petroferricas,"Profundos, algunos moderadamente profundos, limitados por nivel freatico; bien a imperfectamente drenados, texturas finas, capacidad de intercambio cationico media, saturacion de aluminio muy alta, reaccion extremadamente acida. Fertilidad natural ba",GV-02; GV-51; GV-76; GV-79; GV-29; G-29; GV-77,2021766007,3058093305,4,Oxic_Dystrudepts,Inceptic_Hapludox,Typic_Hapludox,Oxyaquic_Dystrudepts,NA,NA,60,25,10,5,NA,NA
51,LVD,LVDc,Asociacion,Guaviare,Lomerio_estructural,Calido_humedo,Lomas,Arcillolitas_del_Terciario_con_presencia_localizada_de_corazas_y_gravillas_petroferricas,"Moderadamente profundos y profundos, limitados por gravillas y corazas petroferricas; bien drenados, con texturas medias a finas; saturacion de aluminio alta a muy alta, reaccion muy fuertemente acida. Fertilidad natural muy baja",GV;39; GV-67; GV-27; GV-11; GV-13; GV-81; GV-47; GV-48; G-01; G-09; G-08; G-06; GV-54,4970668229,9036233268,5,Oxic_Dystrudepts,Typic_Dystrudepts,Typic_Hapludox,Fluventic_Dystrudepts,Typic_Durudepts,NA,30,30,20,10,10,NA
52,RVC,RVCai,Asociacion,Guaviare,Planicie_aluvial,Calido_humedo,Terrazas_bajas,Sedimentos_aluviales_subrecientes,"Profundos y moderadamente superficiales, limitados por nivel freatico; texturas moderadamente gruesas a moderadamente finas; imperfecta a muy pobremente drenados, con frecuentes inundaciones y/o encharcamientos; baja a muy alta saturacion de aluminio;",GV-38; GV-68; GV-87; G-41; SJ-28; GV-16; SJ-23; GV-70; G-15; GV-14; G-21; GV-15,1132387055,1859055281,6,Oxyaquic_Dystrudepts,Fluventic_Dystrudepts,Fluvaquentic_Eutrudepts,Typic_Endoaquepts,Fluvaquentic_Humaquepts,Typic_Humudepts,40,20,20,10,5,5
53,LVA,LVAa,Consociacion,Guaviare,Lomerio_estructural,Calido_humedo,Ondulaciones_(superficies_ligeramente_planas_y_planos_inclinados),Arcillolitas_y_limolitas_del_Terciario_con_presencia_localizada_de_corazas_y_gravillas_petroferricas,"Profundos, algunos moderadamente profundos, limitados por nivel freatico; bien a imperfectamente drenados, texturas finas, capacidad de intercambio cationico media, saturacion de aluminio muy alta, reaccion extremadamente acida. Fertilidad natural ba",GV-02; GV-51; GV-76; GV-79; GV-29; G-29; GV-77,106617516,3095909433,4,Oxic_Dystrudepts,Inceptic_Hapludox,Typic_Hapludox,Oxyaquic_Dystrudepts,NA,NA,60,25,10,5,NA,NA
54,RVA,RVAai,Asociacion,Guaviare,Planicie_aluvial,Calido_humedo,Plano_de_inundacion,Sedimentos_aluviales_recientes,"Moderadamente profundos y superficiales limitados por nivel freatico; texturas medias a moderadamente finas; pobre a imperfectamente bien drenados, con frecuentes inundaciones y/o encharcamientos; baja a media saturacion de aluminio; reaccion fuerte a",GV-86; G-39; G-37,1879748273,9781635507,3,Fluvaquentic_Eutrudepts,Aeric_Endoaquepts,Fluvaquentic_Endoaquepts,NA,NA,NA,40,30,30,NA,NA,NA
55,AVA,AVAc,Consociacion,Guaviare,Altillanura,Calido_humedo,Ondulaciones_(superficies_ligeramente_planas_y_planos_inclinados),Arcillolitas_del_Terciario_con_presencia_generalizada_de_gravillas_y_corazas_petroferricas,"Profundos y muy superficiales, limitados por altos contenidos de gravilla petroferrica; texturas moderamente finas a finas; bien drenados; muy alta saturacion de aluminio; reaccion muy fuerte a extremadamente acida. Fertilidad natural muy baja",GV-36; GV-37; MA-07; GV-06; GV-41; MA-13,6057380816,597707294,5,Oxic_Dystrudepts,Typic_Hapludox,Typic_Kandiudults,Oxyaquic_Dystrudepts,Typic_Dystrudepts,NA,60,20,10,5,5,NA
56,AVA,AVAd1,Consociacion,Guaviare,Altillanura,Calido_humedo,Ondulaciones_(superficies_ligeramente_planas_y_planos_inclinados),Arcillolitas_del_Terciario_con_presencia_generalizada_de_gravillas_y_corazas_petroferricas,"Profundos y muy superficiales, limitados por altos contenidos de gravilla petroferrica; texturas moderamente finas a finas; bien drenados; muy alta saturacion de aluminio; reaccion muy fuerte a extremadamente acida. Fertilidad natural muy baja",GV-36; GV-37; MA-07; GV-06; GV-41; MA-13,1054481776,147640403,5,Oxic_Dystrudepts,Typic_Hapludox,Typic_Kandiudults,Oxyaquic_Dystrudepts,Typic_Dystrudepts,NA,60,20,10,5,5,NA
57,RVB,RVBai,Complejo,Guaviare,Planicie_aluvial,Calido_humedo,Plano_de_inundacion,Sedimentos_aluviales_recientes,"Superficiales, limitados por nivel freatico; texturas finas a medias; pobre a muy pobremente drenados, con frecuentes inundaciones y/o encharcamientos; baja a alta saturacion de aluminio; reaccion fuerte a muy fuertemente acida, fertilidad media a ba",G-40; G-38; GV-40,4069655802,9479424729,3,Typic_Fluvaquents,Fluvaquentic_Endoaquepts,Vertic_Endoaquepts,NA,NA,NA,40,30,30,NA,NA,NA
58,RVB,RVBai,Complejo,Guaviare,Planicie_aluvial,Calido_humedo,Plano_de_inundacion,Sedimentos_aluviales_recientes,"Superficiales, limitados por nivel freatico; texturas finas a medias; pobre a muy pobremente drenados, con frecuentes inundaciones y/o encharcamientos; baja a alta saturacion de aluminio; reaccion fuerte a muy fuertemente acida, fertilidad media a ba",G-40; G-38; GV-40,2041011854,1344123427,3,Typic_Fluvaquents,Fluvaquentic_Endoaquepts,Vertic_Endoaquepts,NA,NA,NA,40,30,30,NA,NA,NA
59,LVA,LVAa,Consociacion,Guaviare,Lomerio_estructural,Calido_humedo,Ondulaciones_(superficies_ligeramente_planas_y_planos_inclinados),Arcillolitas_y_limolitas_del_Terciario_con_presencia_localizada_de_corazas_y_gravillas_petroferricas,"Profundos, algunos moderadamente profundos, limitados por nivel freatico; bien a imperfectamente drenados, texturas finas, capacidad de intercambio cationico media, saturacion de aluminio muy alta, reaccion extremadamente acida. Fertilidad natural ba",GV-02; GV-51; GV-76; GV-79; GV-29; G-29; GV-77,148573098,4168468326,4,Oxic_Dystrudepts,Inceptic_Hapludox,Typic_Hapludox,Oxyaquic_Dystrudepts,NA,NA,60,25,10,5,NA,NA
60,RVE,RVEa,Asociacion,Guaviare,Planicie_aluvial,Calido_humedo,Terrazas_altas,Sedimentos_aluviales_muy_evolucionados_recubriendo_arcillolitas_del_Terciario,"Profundos, algunos superficiales limitados por nivel freatico; texturas medias a moderadamente finas; drenaje bueno a muy pobre, algunos con ocasionales inundaciones y/o encharcamientos; muy alta saturacion de aluminio; reaccion muy fuerte a extremada",GV-62; GV-35;GV-63; GV-88,2391376953,3745529212,3,Inceptic_Hapludox,Typic_Endoaquepts,Typic_Kandiudults,NA,NA,NA,50,25,25,NA,NA,NA
61,RVA,RVAai,Asociacion,Guaviare,Planicie_aluvial,Calido_humedo,Plano_de_inundacion,Sedimentos_aluviales_recientes,"Moderadamente profundos y superficiales limitados por nivel freatico; texturas medias a moderadamente finas; pobre a imperfectamente bien drenados, con frecuentes inundaciones y/o encharcamientos; baja a media saturacion de aluminio; reaccion fuerte a",GV-86; G-39; G-37,1500746272,8456729138,3,Fluvaquentic_Eutrudepts,Aeric_Endoaquepts,Fluvaquentic_Endoaquepts,NA,NA,NA,40,30,30,NA,NA,NA
62,RVD,RVDa,Asociacion,Guaviare,Planicie_aluvial,Calido_humedo,Terrazas_medias,Sedimentos_de_poco_espesor_recubriendo_arcillolitas_del_Terciario,Moderadamente profundos y profundos; texturas medias a finas; bien y moderadamente bien drenados; muy alta saturacion de aluminio; reaccion fuerte a muy fuertemente acida. Fertilidad natural muy baja a media,G-24; G-16; GV-42; G-19,4663770141,1011225862,4,Oxyaquic_Dystrudepts,Oxic_Humudepts,Typic_Hapludults,Fluventic_Humudepts,NA,NA,30,30,30,10,NA,NA
63,RVB,RVBai,Complejo,Guaviare,Planicie_aluvial,Calido_humedo,Plano_de_inundacion,Sedimentos_aluviales_recientes,"Superficiales, limitados por nivel freatico; texturas finas a medias; pobre a muy pobremente drenados, con frecuentes inundaciones y/o encharcamientos; baja a alta saturacion de aluminio; reaccion fuerte a muy fuertemente acida, fertilidad media a ba",G-40; G-38; GV-40,5828202117,4763105786,3,Typic_Fluvaquents,Fluvaquentic_Endoaquepts,Vertic_Endoaquepts,NA,NA,NA,40,30,30,NA,NA,NA
64,RVA,RVAai,Asociacion,Guaviare,Planicie_aluvial,Calido_humedo,Plano_de_inundacion,Sedimentos_aluviales_recientes,"Moderadamente profundos y superficiales limitados por nivel freatico; texturas medias a moderadamente finas; pobre a imperfectamente bien drenados, con frecuentes inundaciones y/o encharcamientos; baja a media saturacion de aluminio; reaccion fuerte a",GV-86; G-39; G-37,2449041636,21546634,3,Fluvaquentic_Eutrudepts,Aeric_Endoaquepts,Fluvaquentic_Endoaquepts,NA,NA,NA,40,30,30,NA,NA,NA
65,RVB,RVBai,Complejo,Guaviare,Planicie_aluvial,Calido_humedo,Plano_de_inundacion,Sedimentos_aluviales_recientes,"Superficiales, limitados por nivel freatico; texturas finas a medias; pobre a muy pobremente drenados, con frecuentes inundaciones y/o encharcamientos; baja a alta saturacion de aluminio; reaccion fuerte a muy fuertemente acida, fertilidad media a ba",G-40; G-38; GV-40,1300170236,8493796604,3,Typic_Fluvaquents,Fluvaquentic_Endoaquepts,Vertic_Endoaquepts,NA,NA,NA,40,30,30,NA,NA,NA
66,LVH,LVHai,Grupo_Indiferenciado,Guaviare,Lomerio_erosional,Calido_humedo,Valles_estrechos_con_influencia_coluvioaluvial,Sedimentos_finos_y_medios_desaturados,"Profundos y superficiales, limitados por nivel freatico; bien y pobremente drenados; texturas finas y medias; saturacion de aluminio muy alta; reaccion muy fuerte a extremadamente acidos. Fertilidad natural baja",GV-52; GV-82; GV-66; GV-83; G-34; G-31; GV-18; GV-71; GV-26,5601678778,1927589122,6,Fluventic_Dystrudepts,Oxic_Dystrudepts,Fluvaquentic_Endoaquepts,Typic_Fluvaquents,Typic_Hapludox,Typic_Endoaquerts,25,25,20,20,5,5
67,LVH,LVHai,Grupo_Indiferenciado,Guaviare,Lomerio_erosional,Calido_humedo,Valles_estrechos_con_influencia_coluvioaluvial,Sedimentos_finos_y_medios_desaturados,"Profundos y superficiales, limitados por nivel freatico; bien y pobremente drenados; texturas finas y medias; saturacion de aluminio muy alta; reaccion muy fuerte a extremadamente acidos. Fertilidad natural baja",GV-52; GV-82; GV-66; GV-83; G-34; G-31; GV-18; GV-71; GV-26,9440081092,5393788882,6,Fluventic_Dystrudepts,Oxic_Dystrudepts,Fluvaquentic_Endoaquepts,Typic_Fluvaquents,Typic_Hapludox,Typic_Endoaquerts,25,25,20,20,5,5
68,RVC,RVCai,Asociacion,Guaviare,Planicie_aluvial,Calido_humedo,Terrazas_bajas,Sedimentos_aluviales_subrecientes,"Profundos y moderadamente superficiales, limitados por nivel freatico; texturas moderadamente gruesas a moderadamente finas; imperfecta a muy pobremente drenados, con frecuentes inundaciones y/o encharcamientos; baja a muy alta saturacion de aluminio;",GV-38; GV-68; GV-87; G-41; SJ-28; GV-16; SJ-23; GV-70; G-15; GV-14; G-21; GV-15,2927649138,3666905695,6,Oxyaquic_Dystrudepts,Fluventic_Dystrudepts,Fluvaquentic_Eutrudepts,Typic_Endoaquepts,Fluvaquentic_Humaquepts,Typic_Humudepts,40,20,20,10,5,5
69,LVC,LVCb,Complejo,Guaviare,Lomerio_estructural,Calido_humedo,Ondulaciones_(superficies_planas_y_planos_inclinados),Arcillolitas_y_limolitas_del_Terciario_con_presencia_localizada_de_corazas_y_gravillas_petroferricas,"Profundos, bien drenados, con texturas finas y medias; saturacion de aluminio muy alta; reaccion extremadamente acida. La fertilidad natural es muy baja",GV-07; GV-60; GV-61; G-05; G-30; G-32; IN-12; GV-34;GV-57;G-25; GV-12; GV-03;GV-64; G-11; G-33; G-36; GV-01; GV-31; GV-80,5882242169,1171559616,6,Oxic_Dystrudepts,Typic_Hapludox,Typic_Dystrudepts,Inceptic_Hapludox,Typic_Udorthents,Typic_Kandiudults,30,30,20,10,5,5
70,LVD,LVDc,Asociacion,Guaviare,Lomerio_estructural,Calido_humedo,Lomas,Arcillolitas_del_Terciario_con_presencia_localizada_de_corazas_y_gravillas_petroferricas,"Moderadamente profundos y profundos, limitados por gravillas y corazas petroferricas; bien drenados, con texturas medias a finas; saturacion de aluminio alta a muy alta, reaccion muy fuertemente acida. Fertilidad natural muy baja",GV;39; GV-67; GV-27; GV-11; GV-13; GV-81; GV-47; GV-48; G-01; G-09; G-08; G-06; GV-54,3297034215,1326200883,5,Oxic_Dystrudepts,Typic_Dystrudepts,Typic_Hapludox,Fluventic_Dystrudepts,Typic_Durudepts,NA,30,30,20,10,10,NA
71,LVF,LVFd1,Asociacion,Guaviare,Lomerio_erosional,Calido_humedo,Colinas,Rocas_igneas_(sienita_nefelinica),"Profundos y moderadamente profundos; bien drenados; texturas medias a finas; saturacion de aluminio de baja a muy alta; reaccion extremadamente acida, algunos ligeramente alcalinos. Fertilidad natural moderada a baja",G-02; GV-30,2383468222,812764207,3,Dystric_Eutrudepts,Typic_Hapludox,Lithic_Udorthents,NA,NA,NA,50,35,15,NA,NA,NA
72,LVC,LVCb,Complejo,Guaviare,Lomerio_estructural,Calido_humedo,Ondulaciones_(superficies_planas_y_planos_inclinados),Arcillolitas_y_limolitas_del_Terciario_con_presencia_localizada_de_corazas_y_gravillas_petroferricas,"Profundos, bien drenados, con texturas finas y medias; saturacion de aluminio muy alta; reaccion extremadamente acida. La fertilidad natural es muy baja",GV-07; GV-60; GV-61; G-05; G-30; G-32; IN-12; GV-34;GV-57;G-25; GV-12; GV-03;GV-64; G-11; G-33; G-36; GV-01; GV-31; GV-80,5599421004,158033816,6,Oxic_Dystrudepts,Typic_Hapludox,Typic_Dystrudepts,Inceptic_Hapludox,Typic_Udorthents,Typic_Kandiudults,30,30,20,10,5,5
73,AVA,AVAc,Consociacion,Guaviare,Altillanura,Calido_humedo,Ondulaciones_(superficies_ligeramente_planas_y_planos_inclinados),Arcillolitas_del_Terciario_con_presencia_generalizada_de_gravillas_y_corazas_petroferricas,"Profundos y muy superficiales, limitados por altos contenidos de gravilla petroferrica; texturas moderamente finas a finas; bien drenados; muy alta saturacion de aluminio; reaccion muy fuerte a extremadamente acida. Fertilidad natural muy baja",GV-36; GV-37; MA-07; GV-06; GV-41; MA-13,4064113298,702026854,5,Oxic_Dystrudepts,Typic_Hapludox,Typic_Kandiudults,Oxyaquic_Dystrudepts,Typic_Dystrudepts,NA,60,20,10,5,5,NA
74,RVE,RVEa,Asociacion,Guaviare,Planicie_aluvial,Calido_humedo,Terrazas_altas,Sedimentos_aluviales_muy_evolucionados_recubriendo_arcillolitas_del_Terciario,"Profundos, algunos superficiales limitados por nivel freatico; texturas medias a moderadamente finas; drenaje bueno a muy pobre, algunos con ocasionales inundaciones y/o encharcamientos; muy alta saturacion de aluminio; reaccion muy fuerte a extremada",GV-62; GV-35;GV-63; GV-88,7637098273,1048660211,3,Inceptic_Hapludox,Typic_Endoaquepts,Typic_Kandiudults,NA,NA,NA,50,25,25,NA,NA,NA
75,RVC,RVCai,Asociacion,Guaviare,Planicie_aluvial,Calido_humedo,Terrazas_bajas,Sedimentos_aluviales_subrecientes,"Profundos y moderadamente superficiales, limitados por nivel freatico; texturas moderadamente gruesas a moderadamente finas; imperfecta a muy pobremente drenados, con frecuentes inundaciones y/o encharcamientos; baja a muy alta saturacion de aluminio;",GV-38; GV-68; GV-87; G-41; SJ-28; GV-16; SJ-23; GV-70; G-15; GV-14; G-21; GV-15,2874003032,3784647838,6,Oxyaquic_Dystrudepts,Fluventic_Dystrudepts,Fluvaquentic_Eutrudepts,Typic_Endoaquepts,Fluvaquentic_Humaquepts,Typic_Humudepts,40,20,20,10,5,5
76,AVA,AVAa,Consociacion,Guaviare,Altillanura,Calido_humedo,Ondulaciones_(superficies_ligeramente_planas_y_planos_inclinados),Arcillolitas_del_Terciario_con_presencia_generalizada_de_gravillas_y_corazas_petroferricas,"Profundos y muy superficiales, limitados por altos contenidos de gravilla petroferrica; texturas moderamente finas a finas; bien drenados; muy alta saturacion de aluminio; reaccion muy fuerte a extremadamente acida. Fertilidad natural muy baja",GV-36; GV-37; MA-07; GV-06; GV-41; MA-13,8067363882,1320477429,5,Oxic_Dystrudepts,Typic_Hapludox,Typic_Kandiudults,Oxyaquic_Dystrudepts,Typic_Dystrudepts,NA,60,20,10,5,5,NA
77,LVD,LVDd1,Asociacion,Guaviare,Lomerio_estructural,Calido_humedo,Lomas,Arcillolitas_del_Terciario_con_presencia_localizada_de_corazas_y_gravillas_petroferricas,"Moderadamente profundos y profundos, limitados por gravillas y corazas petroferricas; bien drenados, con texturas medias a finas; saturacion de aluminio alta a muy alta, reaccion muy fuertemente acida. Fertilidad natural muy baja",GV;39; GV-67; GV-27; GV-11; GV-13; GV-81; GV-47; GV-48; G-01; G-09; G-08; G-06; GV-54,1147896543,1326854153,5,Oxic_Dystrudepts,Typic_Dystrudepts,Typic_Hapludox,Fluventic_Dystrudepts,Typic_Durudepts,NA,30,30,20,10,10,NA
78,LVD,LVDd1,Asociacion,Guaviare,Lomerio_estructural,Calido_humedo,Lomas,Arcillolitas_del_Terciario_con_presencia_localizada_de_corazas_y_gravillas_petroferricas,"Moderadamente profundos y profundos, limitados por gravillas y corazas petroferricas; bien drenados, con texturas medias a finas; saturacion de aluminio alta a muy alta, reaccion muy fuertemente acida. Fertilidad natural muy baja",GV;39; GV-67; GV-27; GV-11; GV-13; GV-81; GV-47; GV-48; G-01; G-09; G-08; G-06; GV-54,4455925381,4857963956,5,Oxic_Dystrudepts,Typic_Dystrudepts,Typic_Hapludox,Fluventic_Dystrudepts,Typic_Durudepts,NA,30,30,20,10,10,NA
79,LVC,LVCb,Complejo,Guaviare,Lomerio_estructural,Calido_humedo,Ondulaciones_(superficies_planas_y_planos_inclinados),Arcillolitas_y_limolitas_del_Terciario_con_presencia_localizada_de_corazas_y_gravillas_petroferricas,"Profundos, bien drenados, con texturas finas y medias; saturacion de aluminio muy alta; reaccion extremadamente acida. La fertilidad natural es muy baja",GV-07; GV-60; GV-61; G-05; G-30; G-32; IN-12; GV-34;GV-57;G-25; GV-12; GV-03;GV-64; G-11; G-33; G-36; GV-01; GV-31; GV-80,4917879482,6552703415,6,Oxic_Dystrudepts,Typic_Hapludox,Typic_Dystrudepts,Inceptic_Hapludox,Typic_Udorthents,Typic_Kandiudults,30,30,20,10,5,5
80,LVC,LVCb,Complejo,Guaviare,Lomerio_estructural,Calido_humedo,Ondulaciones_(superficies_planas_y_planos_inclinados),Arcillolitas_y_limolitas_del_Terciario_con_presencia_localizada_de_corazas_y_gravillas_petroferricas,"Profundos, bien drenados, con texturas finas y medias; saturacion de aluminio muy alta; reaccion extremadamente acida. La fertilidad natural es muy baja",GV-07; GV-60; GV-61; G-05; G-30; G-32; IN-12; GV-34;GV-57;G-25; GV-12; GV-03;GV-64; G-11; G-33; G-36; GV-01; GV-31; GV-80,7794969516,2275448762,6,Oxic_Dystrudepts,Typic_Hapludox,Typic_Dystrudepts,Inceptic_Hapludox,Typic_Udorthents,Typic_Kandiudults,30,30,20,10,5,5
